name,id,home,team,pos,defense_ast,defense_ffum,defense_int,defense_sk,defense_tkl,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,kicking_fga,kicking_fgm,kicking_fgyds,kicking_totpfg,kicking_xpa,kicking_xpb,kicking_xpmade,kicking_xpmissed,kicking_xptot,kickret_avg,kickret_lng,kickret_ret,kickret_tds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,punting_avg,punting_i20,punting_lng,punting_pts,punting_yds,puntret_avg,puntret_lng,puntret_ret,puntret_tds,receiving_lng,receiving_rec,receiving_tds,receiving_twopta,receiving_twoptm,receiving_yds,rushing_att,rushing_lng,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
M.Stroud,00-0020492,no,BUF,,18,0,0,2.5,38,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.Posluszny,00-0025421,no,BUF,MLB,23,3,3,1,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Mitchell,00-0021970,no,BUF,,9,1,0,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Schobel,00-0020469,no,BUF,,22,3,1,11,34,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Kelsay,00-0021995,no,BUF,,21,1,0,5.5,41,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Williams,00-0024348,no,BUF,DT,25,1,0,4,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Ellison,00-0024392,no,BUF,,27,0,0,0,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Denney,00-0021189,no,BUF,,10,1,0,2,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,1,1,0,0,25,,,,,,
B.Scott,00-0021951,no,BUF,,22,1,1,2,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Corner,00-0026254,no,BUF,,15,0,1,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Gradkowski,00-0024408,no,OAK,QB,,,,,,3,2,5,2,-7,,,,,,,,,,,,,,149,81,3,6,0,0,1004,,,,,,,,,,,,,,,,18,74,0,0,0,108
J.Russell,00-0025388,no,OAK,,,,,,,6,0,9,0,0,,,,,,,,,,,,,,247,121,11,3,0,0,1290,,,,,,,,,,,,,,,,19,38,0,0,0,45
D.McFadden,00-0026144,no,OAK,RB,,,,,,3,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,21,0,0,0,245,104,118,1,0,0,356
J.Higgins,00-0025486,no,OAK,,,,,,,1,1,4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,58,96,34,0,127,19,0,0,0,263,2,21,0,0,0,21
M.Bush,00-0025487,no,OAK,,,,,,,2,0,2,0,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,,,,,,86,17,0,0,0,105,123,212,3,0,0,589
L.Murphy,00-0027089,no,OAK,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,34,4,0,0,521,6,26,0,0,0,31
Z.Miller,00-0025425,no,OAK,,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319,66,3,0,0,805,,,,,,
T.Stewart,00-0020268,no,OAK,,,,,,,0,0,0,1,0,,,,,,,,,,19,19,2,0,,,,,,,,,,,,,,,,,58,10,0,0,0,78,,,,,,
M.Huff,00-0024222,no,OAK,,5,0,3,0.5,50,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Janikowski,00-0019646,no,OAK,K,,,,,,,,,,,29,26,637,78,17,0,17,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Lechler,00-0019714,no,OAK,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,697,30,988,96,4909,,,,,,,,,,,,,,,,
L.Rankin,00-0025841,no,OAK,,,,,,,1,0,1,0,0,,,,,,,,,,192,240,22,0,,,,,,,,,,,,,,,,,23,5,0,0,0,33,8,16,0,0,0,36
T.Scott,00-0026309,no,OAK,,4,0,0,7,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Howard,00-0024253,no,OAK,,7,1,0,2,72,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Morrison,00-0023513,no,OAK,,24,3,0,2,109,0,0,1,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.Eugene,00-0024201,no,OAK,,3,0,1,0,28,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Seymour,00-0020442,no,OAK,,16,1,0,4,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Brown,00-0023945,no,OAK,,7,1,0,0,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Alston,00-0024292,no,OAK,,7,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,,,,,,,,,,
N.Asomugha,00-0022077,no,OAK,,5,0,1,0,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Kelly,00-0022539,no,OAK,,18,0,0,1,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.Warren,00-0020524,no,OAK,,10,0,0,2,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Branch,00-0026240,no,OAK,DB,26,2,0,1,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Johnson,00-0021949,no,OAK,,9,0,3,0,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.Ellis,00-0004851,no,OAK,,4,2,0,7,26,0,1,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.Rivers,00-0022942,no,SD,QB,,,,,,3,1,6,1,0,,,,,,,,,,,,,,486,317,9,28,0,0,4254,,,,,,,,,,,,,,,,26,43,1,0,0,50
D.Sproles,00-0023564,no,SD,RB,,,,,,1,1,3,1,0,,,,,,,,,,353,510,54,0,,,,,,,,,,,,,128,165,26,1,318,45,4,0,0,497,93,152,3,0,0,343
L.Tomlinson,00-0020536,no,SD,,,,,,,2,0,2,0,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,,,,,,122,20,0,0,0,154,223,183,12,0,0,730
L.Naanee,00-0025559,no,SD,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,1,0,0,0,0,21,,,,,,,,,,145,24,2,0,0,242,3,7,0,0,0,7
J.Hester,00-0026209,no,SD,,,,,,,1,0,1,1,41,,,,,,,,,,9,9,1,0,,,,,,,,,,,,,,,,,23,9,0,0,0,24,21,36,0,0,0,74
M.Floyd,00-0022414,no,SD,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428,45,1,0,0,776,,,,,,
A.Gates,00-0021547,no,SD,TE,,,,,,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413,79,8,0,0,1157,,,,,,
B.Manumaleuna,00-0020342,no,SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,5,0,0,0,13,,,,,,
V.Jackson,00-0023496,no,SD,WR,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416,68,9,0,0,1167,3,11,0,0,0,11
S.Cooper,00-0021544,no,SD,,31,2,0,0,70,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N.Kaeding,00-0022737,no,SD,,,,,,,,,,,,35,32,525,96,50,1,50,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Scifres,00-0022017,no,SD,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,617,23,826,52,2342,,,,,,,,,,,,,,,,
O.Nwagbuo,00-0025857,no,SD,,7,0,0,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Gregory,00-0023998,no,SD,,12,0,1,2,54,0,0,0,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.Weddle,00-0025424,no,SD,FS,13,0,2,1,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Burnett,00-0023477,no,SD,,15,0,0,3,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Phillips,00-0022723,no,SD,,12,7,0,7,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Cromartie,00-0024234,no,SD,CB,2,0,3,0,31,,,,,,,,,,,,,,,41,41,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Dobbins,00-0024365,no,SD,,14,1,1,1,37,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Williams,00-0017813,no,SD,,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Hart,00-0020571,no,SD,,5,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Cason,00-0026167,no,SD,,4,0,2,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Castillo,00-0023463,no,SD,,8,0,0,1,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Merriman,00-0023446,no,SD,,10,0,0,4,26,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q.Jammer,00-0021381,no,SD,,11,1,3,0,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Johnson,00-0023450,no,SD,,3,0,0,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.English,00-0026992,no,SD,DE,9,1,0,2,23,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Booker,00-0001477,no,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,16,1,0,0,181,1,7,0,0,0,7
C.Jackson,00-0026208,no,ATL,,3,1,0,1,25,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Moore,00-0026276,no,CAR,,,,,,,1,0,1,0,0,,,,,,,,,,104,136,10,0,,,,,,,,,,,,,4,4,2,0,49,6,0,0,0,59,,,,,,
D.Rosario,00-0025542,no,CAR,,,,,,,0,1,0,1,0,,,,,,,,,,41,41,2,0,,,,,,,,,,,,,,,,,180,26,2,0,0,313,,,,,,
D.Jarrett,00-0025432,no,CAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,17,1,0,0,196,,,,,,
E.Brown,00-0027019,no,CAR,,7,2,0,2.5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Anderson,00-0024303,no,CAR,LB,18,0,0,1,40,0,0,0,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Harris,00-0026940,no,CAR,,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Morris,00-0021182,no,DET,,0,0,0,0,1,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,26,0,1,1,210,93,161,2,0,0,384
W.Heller,00-0021756,no,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201,29,3,0,0,296,,,,,,
B.Pettigrew,00-0026996,no,DET,TE,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164,31,2,0,0,352,,,,,,
P.Buchanon,00-0021151,no,DET,,5,2,0,1,37,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,8,18,4,0,,,,,,,,,,,,
B.Berrian,00-0022807,no,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,8,2,0,309,55,4,0,0,618,,,,,,
J.Kleinsasser,00-0009323,no,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,10,0,0,0,70,,,,,,
J.Mitchell,00-0023893,no,MIN,,1,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F.Evans,00-0024426,no,MIN,,3,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Havner,00-0023832,no,GB,,0,0,0,0,1,,,,,,,,,,,,,,,13,16,2,0,,,,,,,,,,,,,,,,,93,7,4,0,0,112,,,,,,
J.Jones,00-0025465,no,GB,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310,32,5,0,0,440,,,,,,
A.Barbre,00-0025506,yes,GB,OG,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W.Blackmon,00-0024330,no,GB,CB,,,,,,,,,,,,,,,,,,,,69,80,10,0,,,,,,,,,,,,,5,6,3,0,,,,,,,,,,,,
J.Bush,00-0023918,no,GB,,2,0,1,0,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Montgomery,00-0023613,yes,GB,,1,0,0,0.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Je.Johnson,00-0022141,no,CIN,,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,6,0,0,0,41,4,8,0,0,0,8
D.Peko,00-0024338,no,CIN,DT,11,0,0,0,12,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Trent,00-0026928,no,CIN,,4,0,0,1,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Jennings,00-0027155,no,JAC,RB,,,,,,,,,,,,,,,,,,,,18,24,3,0,,,,,,,,,,,,,,,,,70,16,0,0,0,101,39,129,1,0,0,202
M.Sims-Walker,00-0025466,no,JAC,,,,,,,1,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,63,7,0,0,869,,,,,,
A.Ellison,00-0023524,no,JAC,,1,0,0,1,15,,,,,,,,,,,,,,,16,16,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Landri,00-0025553,no,JAC,,4,0,0,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Leinart,00-0024225,no,ARI,,,,,,,0,0,1,0,-9,,,,,,,,,,,,,,77,51,3,0,0,0,435,,,,,,,,,,,,,,,,9,-2,0,0,0,-6
S.Breaston,00-0025529,no,ARI,,,,,,,1,1,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,90,187,38,0,294,55,3,0,0,712,2,44,0,0,0,44
A.Becht,00-0019457,no,ARI,,,,,,,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,7,1,0,0,61,,,,,,
J.Wright,00-0022288,no,ARI,,,,,,,,,,,,,,,,,,,,,27,27,2,0,,,,,,,,,,,,,,,,,47,9,2,0,0,53,3,17,0,0,0,17
S.Spach,00-0023108,no,ARI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,4,0,0,0,38,,,,,,
G.Toler,00-0026910,no,ARI,CB,0,0,1,0,7,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,,,,,,,,,,
K.Dykes,00-0025931,no,ARI,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Branch,00-0025420,no,ARI,DT,4,0,0,2,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W.Davis,00-0026939,no,ARI,,2,0,0,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Brown,00-0019613,no,ARI,,0,0,1,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Cassel,00-0023662,no,KC,QB,,,,,,3,4,14,4,-29,,,,,,,,,,,,,,494,272,16,16,1,1,2924,,,,,,,,,,,,,,,,50,86,0,1,0,196
D.Savage,00-0026453,no,KC,,,,,,,1,0,1,0,0,,,,,,,,,,36,47,7,0,,,,,,,,,,,,,8,21,6,0,20,7,0,0,0,51,10,23,0,0,0,45
B.Wade,00-0022144,no,KC,,,,,,,0,1,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,68,97,21,0,187,37,2,0,0,367,2,11,0,0,0,11
M.Cox,00-0026033,no,KC,,,,,,,,,,,,,,,,,,,,,4,9,2,0,,,,,,,,,,,,,,,,,71,10,0,0,0,79,3,4,1,0,0,5
T.Jackson,00-0026980,no,KC,DE,11,0,0,0,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Flowers,00-0026175,no,KC,CB,7,2,5,0,58,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Beisel,00-0020478,yes,KC,,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O.O'Neal,00-0025562,no,OAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0
D.Heyward-Bey,00-0026983,no,OAK,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,9,1,0,0,124,2,19,0,0,0,19
T.Watkins,00-0024432,no,OAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,8,0,0,0,90,,,,,,
J.Walker,00-0021153,no,OAK,,,,,,,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,,,,,,,,,,
M.Mitchell,00-0027023,no,OAK,FS,5,0,0,1.5,8,0,1,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Routt,00-0023473,no,OAK,,6,0,0,1,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Bryant,00-0026533,no,OAK,DE,8,1,0,0,24,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Faneca,00-0005058,yes,NYJ,,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Pouha,00-0023523,no,NYJ,,12,0,0,0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Lowery,00-0026253,no,NYJ,FS,2,0,3,0,21,0,0,0,1,0,,,,,,,,,,44,61,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Murrell,00-0025720,no,NYJ,,2,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Ellis,00-0019545,no,NYJ,,19,1,0,6.0,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Coleman,00-0024403,no,NYJ,,3,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Morris,00-0019484,no,NE,,,,,,,1,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,19,0,0,0,180,73,150,2,0,0,319
J.Galloway,00-0005720,no,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,7,0,0,0,67,,,,,,
J.Edelman,00-0027150,no,NE,WR,,,,,,0,1,1,1,0,,,,,,,,,,105,123,11,0,,,,,,,,,,,,,26,53,6,0,147,37,1,0,0,359,2,5,0,0,0,5
M.Wright,00-0023255,no,NE,,10,1,0,5,25,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V.Wilfork,00-0022712,no,NE,NT,12,1,0,0,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Brace,00-0027016,no,NE,,2,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Butler,00-0027017,no,NE,CB,2,0,3,0,32,,,,,,,,,,,,,,,40,46,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Maclin,00-0026995,no,PHI,WR,,,,,,,,,,,,,,,,,,,,70,75,7,0,,,,,,,,,,,,,14,30,7,0,325,55,4,0,0,762,2,-7,0,0,0,-7
A.Dixon,00-0026541,no,PHI,,4,0,0,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.Thomas,00-0024813,no,NO,RB,,,,,,1,0,2,0,0,,,,,,,,,,19,19,1,0,,,,,,,,,,,,,,,,,167,39,2,0,0,302,147,239,6,0,0,793
C.Reis,00-0023757,no,NO,,3,0,1,0,3,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Roby,00-0023503,no,NO,,,,,,,1,0,2,0,0,,,,,,,,,,419,571,42,1,,,,,,,,,,,,,,,,,6,1,0,0,0,6,,,,,,
B.McCray,00-0022888,no,NO,,4,0,0,1.5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Charleston,00-0023847,no,NO,,2,0,0,0,3,,,,,,,,,,,,,,,11,11,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Ayodele,00-0024073,no,NO,,11,0,0,2,19,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Mouton,00-0027066,no,TEN,,4,0,0,0,9,2,2,4,2,0,,,,,,,,,,14,14,1,0,,,,,,,,,,,,,12,27,6,0,,,,,,,,,,,,
C.Stevens,00-0026225,yes,TEN,TE,,,,,,,,,,,,,,,,,,,,14,14,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Ball,00-0022814,no,TEN,,9,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Dreessen,00-0023630,no,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175,26,1,0,0,320,,,,,,
D.Brown,00-0026166,no,HOU,T,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
De.Robinson,00-0024648,no,HOU,,1,0,0,0,3,,,,,,,,,,,,,,,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.Wilson,00-0021992,no,HOU,,5,1,2,0,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Mason,00-0024561,no,WAS,,,,,,,,,,,,,,,,,,,,,31,31,2,0,,,,,,,,,,,,,,,,,50,6,0,0,0,58,32,82,0,0,0,127
F.Davis,00-0026188,no,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236,48,6,0,0,509,,,,,,
J.Tryon,00-0026264,no,WAS,,4,0,1,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Golston,00-0024410,no,WAS,DE,12,1,0,2,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Darby,00-0025633,no,STL,,,,,,,,,,,,,,,,,,,,,25,34,4,0,,,,,,,,,,,,,,,,,64,18,0,0,0,96,27,110,0,0,0,152
M.Setterstrom,00-0024456,no,STL,,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Bajema,00-0023679,no,STL,,,,,,,,,,,,,,,,,,,,,26,26,2,0,,,,,,,,,,,,,,,,,71,8,0,0,0,94,,,,,,
D.Roach,00-0026126,no,STL,,0,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Ah You,00-0025626,no,STL,,1,0,0,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Ramsey,00-0024418,no,STL,,3,1,0,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Reed,00-0021166,no,BUF,,,,,,,1,1,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,0,140,27,1,1,0,291,,,,,,
M.Buggs,00-0025877,no,BUF,,6,0,0,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Maybin,00-0026987,no,BUF,,7,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Youboty,00-0024285,no,BUF,,1,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Mahan,00-0022021,no,TB,,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Cox,00-0022029,no,TB,,2,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.Mack,00-0025902,no,TB,,1,0,3,0,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Crowder,00-0025443,no,TB,,6,0,0,3.5,37,0,0,0,1,0,,,,,,,,,,11,11,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.White,00-0021332,no,TB,,13,0,0,6.5,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.Adams,00-0025391,no,TB,,5,1,0,1,12,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W.Allen,00-0022900,no,TB,SS,2,0,0,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Spurlock,00-0023968,no,SF,,,,,,,0,1,1,1,0,,,,,,,,,,38,59,8,0,1,0,0,0,0,0,0,,,,,,50,87,3,1,,,,,,,1,3,0,0,0,3
M.Robinson,00-0024315,no,SF,,,,,,,,,,,,,,,,,,,,,124,143,18,0,,,,,,,,,,,,,,,,,22,6,0,0,0,24,3,2,0,0,0,2
J.Staley,00-0025415,no,SF,T,,,,,,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Spikes,00-0015474,no,SF,,18,0,0,3,56,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
