name,id,home,team,pos,defense_ast,defense_ffum,defense_int,defense_sk,defense_tkl,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,kicking_fga,kicking_fgm,kicking_fgyds,kicking_totpfg,kicking_xpa,kicking_xpb,kicking_xpmade,kicking_xpmissed,kicking_xptot,kickret_avg,kickret_lng,kickret_ret,kickret_tds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,punting_avg,punting_i20,punting_lng,punting_pts,punting_yds,puntret_avg,puntret_lng,puntret_ret,puntret_tds,receiving_lng,receiving_rec,receiving_tds,receiving_twopta,receiving_twoptm,receiving_yds,rushing_att,rushing_lng,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
L.Delmas,00-0027009,no,DET,FS,28,0,2,1,62,0,0,0,1,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Hanson,00-0006800,no,DET,,,,,,,,,,,,28,21,501,63,25,0,25,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nick.Harris,00-0020267,no,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,597,20,813,74,3174,,,,,,,,,,,,,,,,
D.Northcutt,00-0019650,no,DET,,,,,,,1,1,2,1,0,,,,,,,,,,66,66,3,0,,,,,,,,,,,,,94,145,22,0,195,34,1,0,0,348,,,,,,
J.Peterson,00-0019695,no,DET,,27,5,0,4.5,47,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W.James,00-0020384,no,DET,,15,0,2,0,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.White,00-0021997,no,DET,,2,0,1,0,6,0,0,0,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Henry,00-0020329,no,DET,,8,0,2,0,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Hunter,00-0023890,no,DET,,7,0,0,5,27,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.Sims,00-0024224,no,DET,,17,0,0,0,32,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Avril,00-0026232,no,DET,DE,14,3,0,5.5,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Fluellen,00-0026227,no,DET,,8,0,0,1.5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Foote,00-0021246,no,DET,,29,1,0,2,70,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Manuel,00-0021096,no,DET,,6,1,0,0,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Cohen,00-0026356,no,DET,,7,1,0,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.Jackson,00-0008124,no,DET,,13,0,0,0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Hill,00-0027084,no,DET,NT,12,0,0,0,14,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.King,00-0023589,no,DET,,1,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Pearson,00-0020653,no,DET,,2,0,0,0,10,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,1
J.Dizon,00-0026185,no,DET,,7,1,0,1,12,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Clayton,00-0022725,no,TB,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,,,,,,171,16,1,1,1,230,,,,,,
B.Leftwich,00-0022177,no,TB,,,,,,,0,0,2,0,-4,,,,,,,,,,,,,,107,58,3,4,1,0,594,,,,,,,,,,,,,,,,6,6,0,0,0,6
E.Graham,00-0021755,no,TB,,,,,,,0,1,0,2,0,,,,,,,,,,38,38,2,0,,,,,,,,,,,,,,,,,66,14,0,0,0,109,14,44,0,0,0,66
D.Ward,00-0022770,no,TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,20,2,0,0,150,115,177,1,0,0,414
K.Winslow,00-0022922,no,TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326,77,5,1,0,884,1,7,0,0,0,7
C.Smith,00-0026113,no,TB,,,,,,,1,1,3,1,-6,,,,,,,,,,294,371,31,0,,,,,,,,,,,,,98,124,23,0,4,2,0,0,0,4,4,6,0,0,0,7
C.Williams,00-0023440,no,TB,,,,,,,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,29,3,0,0,219,209,223,4,0,0,816
J.Stevens,00-0021159,no,TB,,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,15,1,0,0,130,,,,,,
B.Askew,00-0022003,no,TB,,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,0,0,0,3,1,0,0,0,0,0
S.Stroughter,00-0026953,no,TB,,,,,,,,,,,,,,,,,,,,,89,150,11,1,,,,,,,,,,,,,30,64,12,0,177,31,1,0,0,334,,,,,,
B.Clark,00-0023790,no,TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,6,0,0,0,65,,,,,,
M.Stovall,00-0024305,no,TB,,,,,,,,,,,,,,,,,,,,,20,20,1,0,,,,,,,,,,,,,,,,,205,24,1,1,0,366,,,,,,
A.Bryant,00-0021191,no,TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,39,4,0,0,600,,,,,,
M.Nugent,00-0023482,no,TB,K,,,,,,,,,,,7,4,104,12,14,0,14,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Johnson,00-0008484,no,TB,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,405,16,578,62,2558,,,,,,,,,,,,,,,,
C.Hovan,00-0019696,no,TB,,7,0,0,0.5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Miller,00-0027055,no,TB,DT,6,0,0,2,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Piscitelli,00-0025451,no,TB,,14,1,2,0,66,0,0,0,1,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q.Black,00-0025455,no,TB,,14,0,1,2,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Barber,00-0000741,no,TB,,8,2,0,2,69,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Talib,00-0026160,no,TB,CB,8,0,5,0,56,0,0,0,1,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.Hayes,00-0026315,no,TB,,18,1,2,3,80,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Phillips,00-0021270,no,TB,,5,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Ruud,00-0023471,no,TB,,36,1,1,0,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Sims,00-0021382,no,TB,,8,0,0,1,25,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Wilkerson,00-0021960,no,TB,,16,2,0,5.5,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Romo,00-0021678,no,DAL,QB,,,,,,4,2,6,2,-5,,,,,,,,,,,,,,550,347,9,26,0,0,4483,,,,,,,,,,,,,,,,35,72,1,0,0,105
F.Jones,00-0026162,no,DAL,,,,,,,2,1,3,1,0,,,,,,,,,,202,296,31,0,,,,,,,,,,,,,,,,,106,19,0,0,0,119,116,301,3,0,0,685
M.Barber,00-0023544,no,DAL,,,,,,,2,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184,26,0,0,0,221,214,262,7,0,0,932
P.Crayton,00-0022766,no,DAL,,,,,,,1,2,4,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,145,304,36,2,350,37,5,0,0,622,4,28,0,0,0,28
T.Choice,00-0026262,no,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,15,0,0,0,132,64,175,3,1,1,349
M.Bennett,00-0026201,no,DAL,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,15,0,0,0,159,,,,,,
M.Austin,00-0023921,no,DAL,,,,,,,0,0,1,0,0,,,,,,,,,,111,113,6,0,,,,,,,,,,,,,,,,,493,81,11,0,0,1320,2,-2,0,0,0,-2
J.Witten,00-0022127,no,DAL,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,94,2,0,0,1030,,,,,,
R.Williams,00-0022909,no,DAL,,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293,38,7,0,0,596,,,,,,
J.Phillips,00-0027139,no,DAL,TE,,,,,,0,0,1,0,0,,,,,,,,,,0,0,1,0,,,,,,,,,,,,,,,,,38,7,0,0,0,62,,,,,,
T.Newman,00-0022045,no,DAL,CB,5,3,3,0,52,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,-11,-11,2,0,,,,,,,,,,,,
V.Butler,00-0027079,no,DAL,,2,1,0,3,7,0,1,0,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N.Folk,00-0025565,no,DAL,K,,,,,,,,,,,28,18,463,54,36,0,36,0,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.McBriar,00-0021488,no,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651,38,897,72,3249,,,,,,,,,,,,,,,,
I.Olshansky,00-0022915,no,DAL,,11,0,0,1.5,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O.Scandrick,00-0026283,no,DAL,CB,3,1,1,0,42,0,0,0,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Spencer,00-0025413,no,DAL,,16,2,1,6.5,51,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Jenkins,00-0026165,no,DAL,CB,4,0,5,0,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Spears,00-0023455,no,DAL,,8,0,0,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Carpenter,00-0024233,no,DAL,,7,0,0,2,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Bowen,00-0023954,no,DAL,DE,6,1,0,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Hamlin,00-0022049,no,DAL,,12,0,0,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Ball,00-0025624,no,DAL,CB,3,0,0,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.James,00-0022137,no,DAL,,33,1,0,2,80,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Brooking,00-0001820,no,DAL,,31,0,0,4,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.Watkins,00-0024352,no,DAL,,2,0,0,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Ware,00-0023445,no,DAL,OLB,12,5,0,11,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.Sensabaugh,00-0023590,no,DAL,,18,0,1,0,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Ratliff,00-0023656,no,DAL,,10,2,0,6,29,0,0,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Warner,00-0017200,no,ARI,,,,,,,6,0,11,0,-2,,,,,,,,,,,,,,514,340,14,27,0,0,3758,,,,,,,,,,,,,,,,21,22,0,0,0,10
T.Hightower,00-0026289,no,ARI,RB,,,,,,4,0,5,0,-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185,63,0,0,0,428,143,225,8,0,0,598
C.Wells,00-0027007,no,ARI,,,,,,,2,1,4,1,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,12,0,0,0,143,176,262,7,0,0,793
A.Boldin,00-0022084,no,ARI,WR,,,,,,2,1,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,85,5,0,0,1029,2,7,0,0,0,7
L.Fitzgerald,00-0022921,no,ARI,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,97,13,0,0,1092,,,,,,
J.Urban,00-0021647,no,ARI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,18,0,0,0,186,,,,,,
D.Kreider,00-0019135,no,ARI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,4,0,0,0,20,,,,,,
B.Berry,00-0001176,no,ARI,,1,0,0,6,9,0,0,0,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N.Rackers,00-0019676,no,ARI,,,,,,,,,,,,17,16,378,48,37,1,37,0,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Graham,00-0022954,no,ARI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648,42,925,86,4045,,,,,,,,,,,,,,,,
L.Stephens-Howling,00-0026956,no,ARI,,,,,,,1,0,1,1,0,,,,,,,,,,374,530,52,1,,,,,,,,,,,,,,,,,65,10,1,0,0,83,6,15,0,0,0,15
A.Rolle,00-0023443,no,ARI,SS,10,0,4,0,59,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,11,27,6,0,,,,,,,1,9,0,0,0,9
D.Rodgers-Cromarti,00-0026156,no,ARI,CB,2,3,6,0,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Campbell,00-0026190,no,ARI,DE,11,1,0,6.5,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Wilson,00-0020505,no,ARI,,13,0,5,2.0,61,0,0,0,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.Hayes,00-0021941,no,ARI,,13,0,0,0,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Haggans,00-0019538,no,ARI,,17,2,0,6.0,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Robinson,00-0013845,no,ARI,,11,0,0,1,17,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Dockett,00-0022930,no,ARI,,10,1,1,6.5,42,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Okeafor,00-0012333,no,ARI,,12,0,0,4.5,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.Watson,00-0024322,no,ARI,,6,0,0,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Dansby,00-0022927,no,ARI,ILB,19,1,1,1.5,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.McFadden,00-0023497,no,ARI,,5,0,0,0,64,0,0,0,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Johnson,00-0027067,no,ARI,FS,1,0,0,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Hill,00-0020679,no,SF,QB,,,,,,1,0,3,0,0,,,,,,,,,,,,,,155,87,2,5,0,0,943,,,,,,,,,,,,,,,,8,40,0,0,0,70
I.Bruce,00-0002099,no,SF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,21,0,0,0,264,1,-8,0,0,0,-8
M.Norris,00-0020508,no,SF,,,,,,,0,0,1,0,0,,,,,,,,,,0,0,1,0,,,,,,,,,,,,,,,,,22,7,0,0,0,31,14,33,1,0,0,41
F.Gore,00-0023500,no,SF,RB,,,,,,2,1,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,52,3,0,0,406,229,377,10,0,0,1120
G.Coffee,00-0027048,no,SF,,,,,,,,,,,,,,,,,,,,,27,29,3,0,,,,,,,,,,,,,,,,,38,11,0,0,0,76,83,75,1,0,0,226
D.Walker,00-0024389,no,SF,TE,,,,,,2,1,2,1,0,,,,,,,,,,24,29,5,0,,,,,,,,,,,,,,,,,163,21,0,0,0,233,3,34,0,0,0,34
V.Davis,00-0024221,no,SF,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417,78,13,0,0,965,,,,,,
J.Morgan,00-0026314,no,SF,,,,,,,0,1,0,1,0,,,,,,,,,,139,208,13,0,,,,,,,,,,,,,,,,,258,52,3,0,0,527,5,61,0,0,0,61
A.Battle,00-0022064,no,SF,,,,,,,2,1,6,1,0,,,,,,,,,,43,44,3,0,,,,,,,,,,,,,24,49,21,0,30,5,0,0,0,40,,,,,,
J.Nedney,00-0011970,no,SF,,,,,,,,,,,,21,17,443,51,33,0,33,0,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Lee,00-0022824,no,SF,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,659,30,885,99,4711,,,,,,,,,,,,,,,,
A.Rossum,00-0014071,no,SF,,,,,,,,,,,,,,,,,,,,,79,97,8,0,,,,,,,,,,,,,20,41,12,0,,,,,,,,,,,,
N.Clements,00-0020495,no,SF,,5,0,1,0,30,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,7,12,4,0,,,,,,,,,,,,
K.Balmer,00-0026169,no,SF,,7,0,0,0,5,,,,,,,,,,,,,,,7,7,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.McDonald,00-0025484,no,SF,,2,0,0,3,6,0,0,0,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Smith,00-0020535,no,SF,,14,2,0,6.0,41,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Franklin,00-0022147,no,SF,,11,0,1,2,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Harris,00-0023084,no,SF,,3,1,0,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Lawson,00-0024237,no,SF,OLB,17,3,0,6.5,49,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.Willis,00-0025398,no,SF,,38,3,3,4.0,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Goldson,00-0025513,no,SF,FS,18,3,4,3,77,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Bly,00-0001388,no,SF,,3,1,3,1,26,1,1,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Roman,00-0019724,no,SF,,7,1,1,1,45,0,0,0,3,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I.Sopoaga,00-0022863,no,SF,,10,0,0,1,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Brown,00-0025534,no,SF,CB,4,0,2,0,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Spencer,00-0022843,no,SF,,4,0,2,0,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Lewis,00-0021185,no,SF,,11,2,1,1,72,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.Haralson,00-0024354,no,SF,,11,0,0,5.0,32,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.Manning,00-0022803,no,NYG,QB,,,,,,8,1,13,1,0,,,,,,,,,,,,,,509,317,14,27,0,0,4021,,,,,,,,,,,,,,,,17,44,0,0,0,65
B.Jacobs,00-0023545,no,NYG,,,,,,,1,1,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,18,1,0,0,184,224,207,5,0,0,835
A.Bradshaw,00-0025637,no,NYG,RB,,,,,,2,1,3,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,17,29,6,0,150,21,0,0,0,207,163,264,7,0,0,778
D.Hixon,00-0024345,no,NYG,,,,,,,2,0,3,0,0,,,,,,,,,,232,342,57,0,,,,,,,,,,,,,120,183,17,1,156,15,1,0,0,187,,,,,,
S.Smith,00-0025438,no,NYG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415,107,7,0,0,1220,,,,,,
M.Manningham,00-0026235,no,NYG,,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,57,5,0,0,822,,,,,,
K.Boss,00-0025540,no,NYG,,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299,42,5,0,0,567,1,16,0,0,0,16
H.Nicks,00-0027005,no,NYG,WR,,,,,,0,1,2,1,0,,,,,,,,,,16,16,1,0,,,,,,,,,,,,,,,,,478,47,6,0,0,790,2,8,0,0,0,8
O.Umenyiora,00-0021977,no,NYG,,10,4,0,6,18,0,0,0,4,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Seubert,00-0020138,yes,NYG,,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Tynes,00-0019778,no,NYG,,,,,,,,,,,,32,27,552,81,45,0,45,0,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Feagles,00-0005113,no,NYG,,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,566,23,754,64,2604,,,,,,,,,,,1,-8,0,0,0,-8
D.Ware,00-0024559,no,NYG,,,,,,,1,0,1,0,0,,,,,,,,,,37,37,2,0,,,,,,,,,,,,,,,,,10,3,0,0,0,15,13,46,1,0,0,73
M.Hedgecock,00-0023683,no,NYG,,,,,,,,,,,,,,,,,,,,,8,8,1,0,,,,,,,,,,,,,,,,,20,4,1,0,0,23,,,,,,
D.Clark,00-0019506,no,NYG,,18,0,0,2,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Thomas,00-0026203,no,NYG,,15,1,5,1,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Kiwanuka,00-0024247,no,NYG,,15,2,0,3,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Johnson,00-0026824,no,NYG,,7,2,1,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Johnson,00-0025611,no,NYG,,13,0,1,1,46,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Blackburn,00-0023693,no,NYG,,20,0,1,1.5,27,,,,,,,,,,,,,,,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Phillips,00-0026171,no,NYG,,4,0,2,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Pierce,00-0020006,no,NYG,,15,1,0,0,39,0,0,0,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Tuck,00-0023509,no,NYG,DE,14,5,0,7.0,47,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Cofield,00-0024339,no,NYG,NT,12,0,0,1,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Bernard,00-0021261,no,NYG,,6,0,0,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Brown,00-0023621,no,NYG,,10,2,0,0,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Canty,00-0023566,no,NYG,DE,5,0,0,0.5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Webster,00-0023478,no,NYG,,7,0,1,0,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,1,0,,,,,,,,,,,,
J.Campbell,00-0023460,no,WAS,,,,,,,3,5,13,5,-25,,,,,,,,,,,,,,507,327,15,20,0,0,3618,,,,,,,,,,,,,,,,47,150,1,0,0,236
C.Portis,00-0021179,no,WAS,,,,,,,1,1,1,1,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,,,,,,40,9,1,0,0,57,124,169,1,0,0,494
D.Thomas,00-0026174,no,WAS,,,,,,,,,,,,,,,,,,,,,129,178,20,0,,,,,,,,,,,,,,,,,195,25,3,0,0,325,3,-2,0,0,0,-2
L.Betts,00-0021184,no,WAS,,,,,,,0,1,0,1,0,,,,,,,,,,29,29,1,0,,,,,,,,,,,,,,,,,122,17,0,0,0,179,56,50,2,0,0,210
H.Smith,00-0015194,no,WAS,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,0,0,35,497,23,645,57,2356,,,,,,,,,,,1,8,1,0,0,8
S.Moss,00-0020494,no,WAS,,,,,,,1,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,38,46,11,0,450,70,3,0,0,902,2,8,0,0,0,8
M.Kelly,00-0026191,no,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252,25,0,0,0,347,,,,,,
C.Cooley,00-0022738,no,WAS,,,,,,,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,29,2,0,0,332,,,,,,
A.Randle El,00-0021190,no,WAS,,,,,,,2,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,61,102,17,0,265,50,0,0,0,530,,,,,,
L.Alexander,00-0023259,no,WAS,LB,3,1,0,2,15,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Suisham,00-0023001,no,WAS,K,,,,,,,,,,,24,20,474,60,25,1,25,0,25,,,,,,,,,,,,25,1,32,3,80,,,,,,,,,,,,,,,,
