name,team,age,position,games_played,games_started,record,completions,attempts,completionPct,passing_yards,passing_TD,passing_TDPct,passing_INT,passing_INTPct,passing_long,passing_ydsAtt,passing_airydsAtt,passing_ydsComp,passing_ydsGame,passing_rating,passing_sacks,passing_sacksyds,passing_netyds,passing_airnetydsAtt,passing_sackPct,4thQC,gamewinningdrives,year
Charlie Frye,CLE,24,QB,7,5,2/3/2000,98,164,59.8,1002,4,2.4,5,3,45,6.1,5.2,10.2,143.1,72.8,22,135,4.66,3.88,11.8,1,1,2005
Ryan Fitzpatrick,STL,23,NAN,4,3,0-3-0,76,135,56.3,777,4,3,8,5.9,56,5.8,3.7,10.2,194.3,58.2,9,49,5.06,3.11,6.3,1,1,2005
Todd Bouman,NOR,33,NAN,16,3,0-3-0,68,122,55.7,722,2,1.6,7,5.7,43,5.9,3.7,10.6,45.1,54.7,8,59,5.1,2.98,6.2,,,2005
Vinny Testaverde,NYJ,42,NAN,6,4,1/3/2000,60,106,56.6,777,1,0.9,6,5.7,47,7.3,5,13,129.5,59.4,12,102,5.72,3.6,10.2,,,2005
Tim Rattay,SFO,28,NAN,4,4,1/3/2000,56,97,57.7,667,5,5.2,6,6.2,89,6.9,5.1,11.9,166.8,70.3,10,63,5.64,4.06,9.3,,,2005
Ken Dorsey,SFO,24,NAN,3,3,1/2/2000,48,90,53.3,481,2,2.2,2,2.2,44,5.3,4.8,10,160.3,66.9,6,28,4.72,4.2,6.3,,,2005
Billy Volek,TEN,29,NAN,6,1,0-1-0,50,88,56.8,474,4,4.5,2,2.3,55,5.4,5.3,9.5,79,77.6,9,45,4.42,4.32,9.3,,,2005
Chad Pennington,NYJ,29,NAN,3,3,1/2/2000,49,83,59,530,2,2.4,3,3.6,37,6.4,5.2,10.8,176.7,70.9,9,52,5.2,4.16,9.8,,,2005
Tommy Maddox,PIT,34,NAN,4,2,0-2-0,34,71,47.9,406,2,2.8,4,5.6,32,5.7,3.7,11.9,101.5,51.7,8,43,4.59,2.82,10.1,,,2005
Matt Schaub,ATL,24,NAN,16,1,0-1-0,33,64,51.6,495,4,6.3,0,0,53,7.7,9,15,30.9,98.1,6,27,6.69,7.83,8.6,,,2005
Sage Rosenfels,MIA,27,NAN,4,1,0-1-0,34,61,55.7,462,4,6.6,3,4.9,77,7.6,6.7,13.6,115.5,81.5,0,0,7.57,6.67,0,2,2,2005
Jim Sorgi,IND,25,NAN,5,0,,42,61,68.9,444,3,4.9,1,1.6,45,7.3,7.5,10.6,88.8,99.4,3,14,6.72,6.95,4.7,,,2005
Koy Detmer,PHI,32,NAN,16,0,,32,56,57.1,238,0,0,3,5.4,24,4.3,1.8,7.4,14.9,45.1,3,15,3.78,1.49,5.1,,,2005
Rex Grossman,CHI,25,NAN,2,1,1-0-0,20,39,51.3,259,1,2.6,2,5.1,54,6.6,4.8,13,129.5,59.7,1,9,6.25,4.5,2.5,,,2005
Charlie Batch,PIT,31,NAN,4,2,2-0-0,23,36,63.9,246,1,2.8,1,2.8,43,6.8,6.1,10.7,61.5,81.5,1,6,6.49,5.81,2.7,1,1,2005
Cody Pickett,SFO,25,NAN,5,2,0-2-0,14,35,40,140,0,0,2,5.7,28,4,1.4,10,28,28.3,3,16,3.26,0.89,7.9,,,2005
Jon Kitna,CIN,33,NAN,3,0,,17,29,58.6,99,0,0,2,6.9,16,3.4,0.3,5.8,33,36.4,2,10,2.87,-0.03,6.5,,,2005
Matt Mauck,TEN,26,NAN,2,1,0-1-0,15,27,55.6,136,0,0,1,3.7,17,5,3.4,9.1,68,53.9,1,8,4.57,2.96,3.6,,,2005
Marques Tuiasosopo,OAK,26,NAN,1,1,0-1-0,14,26,53.8,124,1,3.8,2,7.7,20,4.8,2.1,8.9,124,47.6,6,40,2.63,0.44,18.8,,,2005
Tony Banks,HOU,32,NAN,2,0,,14,25,56,173,1,4,2,8,31,6.9,4.1,12.4,86.5,57.6,0,0,6.92,4.12,0,,,2005
Patrick Ramsey,WAS,26,NAN,4,1,1-0-0,15,25,60,279,1,4,1,4,72,11.2,10.2,18.6,69.8,95.2,4,27,8.69,7.83,13.8,,,2005
Seneca Wallace,SEA,25,NAN,7,0,,13,25,52,173,1,4,1,4,42,6.9,5.9,13.3,24.7,70.9,3,20,5.46,4.57,10.7,,,2005
Matt Cassel,NWE,23,NAN,2,0,,13,24,54.2,183,2,8.3,1,4.2,36,7.6,7.4,14.1,91.5,89.4,1,1,7.28,7.08,4,,,2005
John Navarre,ARI,25,NAN,1,0,,14,24,58.3,174,1,4.2,1,4.2,43,7.3,6.2,12.4,174,77.4,4,27,5.25,4.36,14.3,,,2005
Philip Rivers,SDG,24,NAN,2,0,,12,22,54.5,115,0,0,1,4.5,22,5.2,3.2,9.6,57.5,50.4,3,16,3.96,2.16,12,,,2005
Dan Orlovsky,DET,22,NAN,2,0,,7,17,41.2,63,0,0,0,0,20,3.7,3.7,9,31.5,51.8,1,3,3.33,3.33,5.6,,,2005
Aaron Rodgers,GNB,22,NAN,3,0,,9,16,56.3,65,0,0,1,6.3,16,4.1,1.3,7.2,21.7,39.8,3,28,1.95,-0.42,15.8,,,2005
Quinn Gray,JAX,26,NAN,1,0,,8,14,57.1,100,2,14.3,0,0,26,7.1,10,12.5,100,119,1,7,6.2,8.87,6.7,,,2005
Jay Fiedler,NYJ,34,NAN,2,0,,8,13,61.5,107,1,7.7,0,0,23,8.2,9.8,13.4,53.5,113.3,0,0,8.23,9.77,0,,,2005
Chris Weinke,CAR,33,NAN,3,0,,7,13,53.8,64,1,7.7,0,0,18,4.9,6.5,9.1,21.3,93.1,0,0,4.92,6.46,0,1,1,2005
Doug Flutie,NWE,43,NAN,5,0,,5,10,50,29,0,0,0,0,13,2.9,2.9,5.8,5.8,56.2,1,13,1.45,1.45,9.1,,,2005
Jeff Blake,CHI,35,NAN,2,0,,8,9,88.9,55,1,11.1,0,0,17,6.1,8.3,6.9,27.5,129.2,0,0,6.11,8.33,0,,,2005
Bradlee Van Pelt,DEN,25,NAN,3,0,,2,8,25,7,0,0,0,0,5,0.9,0.9,3.5,2.3,39.6,0,0,0.88,0.88,0,,,2005
LaDainian Tomlinson*,SDG,26,RB,16,16,,3,4,75,47,3,75,0,0,26,11.8,26.8,15.7,2.9,153.1,0,0,11.75,26.75,0,,,2005
Matt Jones,JAX,22,NAN,16,1,,2,3,66.7,12,0,0,0,0,6,4,4,6,0.8,74.3,0,0,4,4,0,,,2005
Antwaan Randle El,PIT,26,WR,16,15,,3,3,100,67,1,33.3,0,0,51,22.3,29,22.3,4.2,158.3,0,0,22.33,29,0,,,2005
Arnaz Battle,SFO,25,WR,10,8,,2,2,100,27,0,0,0,0,24,13.5,13.5,13.5,2.7,118.7,0,0,13.5,13.5,0,,,2005
Craig Hentrich,TEN,34,NAN,16,0,,1,2,50,26,0,0,0,0,26,13,13,26,1.6,95.8,0,0,13,13,0,,,2005
Randy Hymes,BAL,26,NAN,16,3,,0,2,0,0,0,0,0,0,0,0,0,,0,39.6,0,0,0,0,0,,,2005
Kliff Kingsbury,NYJ,26,NAN,1,0,,1,2,50,17,0,0,0,0,17,8.5,8.5,17,17,79.2,0,0,8.5,8.5,0,,,2005
Brad Maynard,CHI,31,NAN,16,0,,1,2,50,18,0,0,0,0,18,9,9,18,1.1,81.2,0,0,9,9,0,,,2005
Clinton Portis,WAS,24,RB,16,16,,1,2,50,17,1,50,0,0,17,8.5,18.5,17,1.1,118.7,0,0,8.5,18.5,0,,,2005
Tiki Barber*+,NYG,30,RB,16,16,,0,1,0,0,0,0,0,0,0,0,0,,0,39.6,0,0,0,0,0,,,2005
Drew Bennett,TEN,27,WR,13,10,,0,1,0,0,0,0,0,0,0,0,0,,0,39.6,0,0,0,0,0,,,2005
Anquan Boldin,ARI,25,WR,14,14,,0,1,0,0,0,0,0,0,0,0,0,,0,39.6,0,0,0,0,0,,,2005
Marty Booker,MIA,29,WR,15,12,,0,1,0,0,0,0,0,0,0,0,0,,0,39.6,0,0,0,0,0,,,2005
Mark Clayton,BAL,23,WR,14,10,,0,1,0,0,0,0,0,0,0,0,0,,0,39.6,0,0,0,0,0,,,2005
Tony Fisher,GNB,26,NAN,14,4,,1,1,100,14,0,0,0,0,14,14,14,14,1,118.7,0,0,14,14,0,,,2005
DeShaun Foster,CAR,25,RB,15,5,,0,1,0,0,0,0,0,0,0,0,0,,0,39.6,0,0,0,0,0,,,2005
Samkon Gado,GNB,23,RB,8,5,,0,1,0,0,0,0,0,0,0,0,0,,0,39.6,0,0,0,0,0,,,2005
Chris Gardocki,PIT,35,NAN,16,0,,0,1,0,0,0,0,0,0,0,0,0,,0,39.6,0,0,0,0,0,,,2005
Keyshawn Johnson,DAL,33,WR,16,14,,0,1,0,0,0,0,0,0,0,0,0,,0,39.6,0,0,0,0,0,,,2005
Roscoe Parrish,BUF,23,NAN,10,1,,1,1,100,3,0,0,0,0,3,3,3,3,0.3,79.2,0,0,3,3,0,,,2005
B.J. Sander,GNB,25,NAN,14,0,,1,1,100,4,0,0,0,0,4,4,4,4,0.3,83.3,0,0,4,4,0,,,2005
Hunter Smith,IND,28,NAN,16,0,,0,1,0,0,0,0,0,0,0,0,0,,0,39.6,0,0,0,0,0,,,2005
Rod Smith*,DEN,35,WR,16,16,,0,1,0,0,0,0,0,0,0,0,0,,0,39.6,1,11,-5.5,-5.5,50,,,2005
Domanick Williams,HOU,25,RB,11,11,,0,1,0,0,0,0,0,0,0,0,0,,0,39.6,0,0,0,0,0,,,2005
